year_built,permalink,property_id,listing,primary_photo,sold_date,lot_sqft,sqft,baths,garages,beds,postal_code,state,city,recreation_facilities,single_story,garage_1_or_more,hardwood_floors,dining_room,community_security_features,garage_2_or_more,two_or_more_stories,forced_air,shopping,central_air,basement,community_outdoor_space,dishwasher,fireplace,washer_dryer
1958,1313-Adrian-Ln_Montgomery_AL_36111_M73159-20123,7315920123,2963067396,https://ap.rdcpix.com/558260924a958b13ebfadc6f55f97d8el-m3617901769s-w1024_h768.jpg,2024-01-09,11326,961,1,0,3,36111,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1963,9323-Elgin-Rd_Tallahassee_FL_32305_M61432-21479,6143221479,2959243932,https://ap.rdcpix.com/446d70e6eee6ad639c664319a5c2be69l-m1538207001s-w1024_h768.jpg,2024-01-12,55757,1116,2,0,2,32305,Florida,Tallahassee,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
1982,7604-Coppersmith-Ct_Raleigh_NC_27615_M62379-98492,6237998492,2961053867,https://ap.rdcpix.com/b999b0d2a9719fa085da784444b4f119l-m900204832s-w1024_h768.jpg,2024-01-11,10890,1657,3,0,3,27615,North Carolina,Raleigh,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1
1985,6720-Amur-Dr_Columbus_OH_43235_M36761-79313,3676179313,2959072019,https://ap.rdcpix.com/9c075a833d44330bbe0815d063cb12ddl-m1923704544s-w1024_h768.jpg,2023-10-02,11047,2561,3,2,4,43235,Ohio,Columbus,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
1921,614-Boulevard-Rd-SE_Olympia_WA_98501_M16879-88398,1687988398,2958905447,https://ap.rdcpix.com/8e851d5db0776f4bbe3b531c50ce0239l-m4068669015s-w1024_h768.jpg,2024-01-02,6896,1165,1,1,3,98501,Washington,Olympia,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
2006,258-Alelia-Ln_Columbia_SC_29229_M56071-12406,5607112406,2956750638,https://ap.rdcpix.com/0988be5a22e5edb31354d3748d21d5b1l-m3422801035s-w1024_h768.jpg,2023-08-21,19166,3098,3,2,6,29229,South Carolina,Columbia,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0
1951,682-Lexington-Pkwy-N_Saint-Paul_MN_55104_M76947-15772,7694715772,2961522902,https://ap.rdcpix.com/dc4f571ec3863eb46a1fee140dda5a4dl-m4200702165s-w1024_h768.jpg,2024-01-05,5271,992,1,1,2,55104,Minnesota,Saint Paul,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1
1940,4821-Sunrise-Beach-Rd-NW_Olympia_WA_98502_M26713-33046,2671333046,2961471258,https://ap.rdcpix.com/009f5a05317ddbbf6198c7fcbe166750l-m932084758s-w1024_h768.jpg,2024-01-09,13939,720,1,0,1,98502,Washington,Olympia,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1987,2224-Highland-Cir_Harrisburg_PA_17110_M41986-18753,4198618753,2960473913,https://ap.rdcpix.com/2c71aec2dcb794e634814bc185bbeaa2l-b1095368052s-w1024_h768.jpg,2023-12-29,3049,1476,3,2,2,17110,Pennsylvania,Harrisburg,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1
1907,227-Astor-St_Des-Moines_IA_50316_M79040-75898,7904075898,2959502466,https://ap.rdcpix.com/b8ceac4858806f364c694500e8777cf6l-m1452492954s-w1024_h768.jpg,2024-01-11,5968,1439,1,0,3,50316,Iowa,Des Moines,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
2006,5560-Hampton-Hill-Cir_Tallahassee_FL_32311_M58346-21017,5834621017,2962271828,https://ap.rdcpix.com/ee105fbffdea2484069929d53f7572e2l-m1947925870s-w1024_h768.jpg,2024-01-12,6970,1706,2,2,3,32311,Florida,Tallahassee,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0
1988,252-Whetherbine-Way-E_Tallahassee_FL_32301_M61060-04175,6106004175,2962010115,https://ap.rdcpix.com/059d0d2d7db8ed4d485d2f5145ae05f4l-m769030125s-w1024_h768.jpg,2024-01-10,7841,960,2,0,2,32301,Florida,Tallahassee,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
2005,100-Palmer-Dr_Frankfort_KY_40601_M41433-86712,4143386712,2960869908,https://ap.rdcpix.com/90b563035988dd9ef387467feb4f897cl-b4228615607s-w1024_h768.jpg,2024-01-12,6077,2461,3,2,4,40601,Kentucky,Frankfort,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0
1968,145-Waterglen-Cir_Sacramento_CA_95826_M28351-60580,2835160580,2962317709,https://ap.rdcpix.com/2a2a445e8ed55ad75a88bac17ba4404fl-b4293521749s-w1024_h768.jpg,2024-01-12,8468,1593,2,2,4,95826,California,Sacramento,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
1920,760-Charles-St_Providence_RI_02904_M49553-39790,4955339790,2961743669,https://ap.rdcpix.com/75f393ee2e74308a1a6567a149f34496l-b3395621690s-w1024_h768.jpg,2024-01-05,3942,2546,3,0,5,2904,Rhode Island,Providence,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1930,50-Annabelle-Ave_Trenton_NJ_08610_M59114-26490,5911426490,2960530152,https://ap.rdcpix.com/047537aa400af5b7068994cc413bd883l-m1159252901s-w1024_h768.jpg,2023-12-29,3001,1402,1,0,3,8610,New Jersey,Hamilton,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1895,10-Jerome-St_Boston_MA_02125_M32613-60123,3261360123,2960180013,https://ap.rdcpix.com/fc6e3d8968bd905a0e35273828ceca16l-m1547808173s-w1024_h768.jpg,2024-01-16,5177,2610,3,0,5,2125,Massachusetts,Boston,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0
1921,37-Zion-St_Hartford_CT_06106_M31863-18374,3186318374,2958266046,https://ap.rdcpix.com/5169309004a8937a4d270e61e68b743dl-m534678608s-w1024_h768.jpg,2023-12-26,6098,3804,3,0,9,6106,Connecticut,Hartford,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1923,160-Wilson-St-S_Salem_OR_97302_M26767-56204,2676756204,2961097924,https://ap.rdcpix.com/3b114a36228c6a45ab56ab3364838e6cl-m1514338179s-w1024_h768.jpg,2024-01-03,4791,1634,1,1,2,97302,Oregon,Salem,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0
2015,3537-W-40th-Ave_Denver_CO_80211_M17270-13083,1727013083,2960460159,https://ap.rdcpix.com/13f5a5999aab142399b0d98c00fa2a98l-b3874210055s-w1024_h768.jpg,2023-11-15,4370,3563,4,2,4,80211,Colorado,Denver,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1962,4275-Sunshine-Dr_Montgomery_AL_36116_M89229-76627,8922976627,2952735222,https://ap.rdcpix.com/ef5ee786ae1446e742997757c4150decl-m62694281s-w1024_h768.jpg,2024-01-12,13068,1722,2,0,3,36116,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,1819-E-Trinity-Blvd_Montgomery_AL_36106_M77006-90979,7700690979,2960975584,https://ap.rdcpix.com/1e4bac70e24f789842a6663b5314bb24l-m1823199980s-w1024_h768.jpg,2024-01-12,10890,1804,2,0,3,36106,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,1019-Sextant-Ct_Annapolis_MD_21401_M59865-64047,5986564047,2958376420,https://ap.rdcpix.com/fb9ba5a4a38111372f8b13777f56838dl-m168041545s-w1024_h768.jpg,2023-12-08,2040,2092,3,1,3,21401,Maryland,Annapolis,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1
1972,107-Lake-Glen-Dr_Carson-City_NV_89703_M29681-62484,2968162484,2960779980,https://ap.rdcpix.com/187fc24b6d11c4315253b5904e074537l-m1715292958s-w1024_h768.jpg,2024-01-12,1307,1040,2,0,2,89703,Nevada,Carson City,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1
1900,87-Moreland-St_Roxbury_MA_02119_M39610-78758,3961078758,2958065528,https://ap.rdcpix.com/99acd186e50e8335f716f6d8435d59bfl-m4029881374s-w1024_h768.jpg,2024-01-12,4540,3601,3,0,7,2119,Massachusetts,Boston,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0
1923,145-Holcomb-St_Hartford_CT_06112_M30883-12861,3088312861,2954343099,https://ap.rdcpix.com/1670c9fbeb1a5cbedfed60fd3236e655l-m3017021264s-w1024_h768.jpg,2024-01-10,9583,1684,3,0,4,6112,Connecticut,Hartford,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
2014,702-Chapanoke-Rd_Raleigh_NC_27603_M56889-89441,5688989441,2960484134,https://ap.rdcpix.com/41547494e355a7a6dbbba8b1dcda1561l-m3899366000s-w1024_h768.jpg,2024-01-12,6970,3240,3,2,5,27603,North Carolina,Raleigh,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1
1923,324-N-Francis-Ave_Lansing_MI_48912_M39070-42132,3907042132,2961430257,https://ap.rdcpix.com/07c811a84d4fe53244e57b1f4a460c40l-b4256083572s-w1024_h768.jpg,2024-01-03,4617,1815,2,0,3,48912,Michigan,Lansing,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1
2001,12913-Meadows-Dr_Oklahoma-City_OK_73120_M76371-81039,7637181039,2961988436,https://ap.rdcpix.com/6b4ef542effda5f988451d06c97c20bal-m17931924s-w1024_h768.jpg,2024-01-12,3598,1392,2,2,3,73120,Oklahoma,Oklahoma City,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0
1979,10408-White-Oak-Canyon-Rd_Oklahoma-City_OK_73162_M71210-48958,7121048958,2961896671,https://ap.rdcpix.com/05ba80dd6030b636c73dba8be3e44943l-m1715223724s-w1024_h768.jpg,2024-01-12,8377,1645,2,2,3,73162,Oklahoma,Oklahoma City,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0
1911,1804-E-23rd-St_Des-Moines_IA_50317_M79134-55543,7913455543,2960880173,https://ap.rdcpix.com/b26b3b55704be140d112ba6a801998e0l-m2407535303s-w1024_h768.jpg,2024-01-05,6882,938,1,0,2,50317,Iowa,Des Moines,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1956,5738-Norwaldo-Ave_Indianapolis_IN_46220_M30537-22729,3053722729,2962050528,https://ap.rdcpix.com/40728cdec762a34b2a4d352c2e9ec345l-m4136333193s-w1024_h768.jpg,2024-01-12,6534,998,1,2,2,46220,Indiana,Indianapolis,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0
1925,2875-Adams-St_Indianapolis_IN_46218_M30815-93282,3081593282,2957121029,https://ap.rdcpix.com/af3ac921ee6bf21175249c721351050fl-m3753390042s-w1024_h768.jpg,2023-12-06,4704,1071,1,0,3,46218,Indiana,Indianapolis,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1978,11-Tudor-Ct_Dover_DE_19901_M55780-00552,5578000552,2961956514,https://ap.rdcpix.com/1de9ef84d010a0ccf578635c34980e9fl-m2630853333s-w1024_h768.jpg,2024-01-05,9990,2016,3,0,4,19901,Delaware,Dover,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
1921,614-Boulevard-Rd-SE_Olympia_WA_98501_M16879-88398,1687988398,2958905447,https://ap.rdcpix.com/8e851d5db0776f4bbe3b531c50ce0239l-m4068669015s-w1024_h768.jpg,2024-01-02,6896,1165,1,1,3,98501,Washington,Olympia,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
2005,585-McWilliams-Rd-SE-Unit-2601_Atlanta_GA_30315_M62709-15016,6270915016,2960487853,https://ap.rdcpix.com/4655acc3cd366a88f9416c77a0a0651dl-m3103556002s-w1024_h768.jpg,2024-01-09,1307,1529,3,0,3,30315,Georgia,Atlanta,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0
1996,6804-Edwell-Ct_Raleigh_NC_27617_M56798-61396,5679861396,2960963895,https://ap.rdcpix.com/0114777e5ca3116ac6b971356e547780l-m1684976819s-w1024_h768.jpg,2024-01-12,14375,1952,3,2,4,27617,North Carolina,Raleigh,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0
2023,11712-NW-105th-St_Yukon_OK_73099_M92986-48462,9298648462,2961470726,https://ap.rdcpix.com/40336fdab84f1609de8e6b49d381643bl-m1536903178s-w1024_h768.jpg,2024-01-12,9239,2075,3,3,4,73099,Oklahoma,Yukon,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0
1920,3304-Forest-Hill-Ave_Richmond_VA_23225_M61227-59663,6122759663,2962114429,https://ap.rdcpix.com/104439f545e2fcc7b0658e24cd9eca22l-m3232265575s-w1024_h768.jpg,2024-01-10,8960,1299,1,0,2,23225,Virginia,Richmond,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1958,1313-Adrian-Ln_Montgomery_AL_36111_M73159-20123,7315920123,2963067396,https://ap.rdcpix.com/558260924a958b13ebfadc6f55f97d8el-m3617901769s-w1024_h768.jpg,2024-01-09,11326,961,1,0,3,36111,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1959,6829-Daisy-Ln_Indianapolis_IN_46214_M45694-72599,4569472599,2960597802,https://ap.rdcpix.com/ef20b2da989a2b41c000c2475325771dl-m1359531141s-w1024_h768.jpg,2023-10-31,15246,1394,2,2,3,46214,Indiana,Indianapolis,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
2005,7339-Pipestone-Dr_Indianapolis_IN_46217_M40174-25811,4017425811,2960835938,https://ap.rdcpix.com/ae82601c552a7ab0a4af0a2d35cba2d5l-m4145397109s-w1024_h768.jpg,2023-12-11,11326,2246,3,2,3,46217,Indiana,Indianapolis,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0
1949,1420-Gordon-Ave_Lansing_MI_48910_M49576-32210,4957632210,2961977192,https://ap.rdcpix.com/5cd4653a45bf4fb856e7fd142c25ae70l-m1236849419s-w1024_h768.jpg,2024-01-11,7492,1015,3,0,3,48910,Michigan,Lansing,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1
1919,585-Annapolis-St-E_Saint-Paul_MN_55118_M73365-08531,7336508531,2961096162,https://ap.rdcpix.com/48dfd12c3275b774eb1cc5fdd1983fc8l-b588511907s-w1024_h768.jpg,2024-01-08,5140,571,2,1,1,55118,Minnesota,Saint Paul,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2004,4849-Tommans-Trl_Raleigh_NC_27616_M53235-61016,5323561016,2959595147,https://ap.rdcpix.com/e05e626207df1881b526893629f5989bl-m843675294s-w1024_h768.jpg,2024-01-16,3920,1531,3,2,3,27616,North Carolina,Raleigh,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
1900,51-Lorraine-St_Hartford_CT_06105_M49051-12422,4905112422,2960115512,https://ap.rdcpix.com/3d1628e56a90be526a724e9e27b8508cl-m3767170350s-w1024_h768.jpg,2023-12-15,9148,4400,4,0,5,6105,Connecticut,Hartford,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
1989,2346-Timber-Line-Ct_Harrisburg_PA_17112_M39852-14371,3985214371,2960559948,https://ap.rdcpix.com/2e6d10c477c97c7ee4758f5a668304c7l-b2288391653s-w1024_h768.jpg,2023-12-29,42689,4733,4,2,4,17112,Pennsylvania,Harrisburg,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0
2000,5176-Granby-St_Denver_CO_80239_M24899-64350,2489964350,2959884700,https://ap.rdcpix.com/8aef3a405e8b0f3495b4428b08dea194l-b4076501608s-w1024_h768.jpg,2023-12-13,5885,1931,3,2,3,80239,Colorado,Denver,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0
1986,9818-Windward-Dr-NW_Olympia_WA_98502_M22609-11850,2260911850,2961043376,https://ap.rdcpix.com/e5134c53be57d5b61b6f7cc4ed9be9b3l-m3827733899s-w1024_h768.jpg,2024-01-11,10659,1440,2,2,2,98502,Washington,Olympia,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0
1932,848-Calhoun-Unit-3_Trenton-City_NJ_08618_M98156-33782,9815633782,2942843875,https://ap.rdcpix.com/2c14a52008929afdab3b6d7df3049a1fl-m1913092296s-w1024_h768.jpg,2023-12-11,3920,1960,3,2,5,8618,New Jersey,Trenton,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0
1950,125-Terrace-Ave_Albany_NY_12203_M43547-21080,4354721080,2960901967,https://ap.rdcpix.com/f2fb7e7d48a684cb40e4007cea9db680l-m572382596s-w1024_h768.jpg,2024-01-12,5227,1980,3,1,5,12203,New York,Albany,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0
2018,3637-Rhoden-Hill-Way_Tallahassee_FL_32312_M54670-06462,5467006462,2961728776,https://ap.rdcpix.com/8d984a3c82077b100efd8ac64b2be689l-m1986474935s-w1024_h768.jpg,2024-01-08,23087,2518,4,2,3,32312,Florida,Tallahassee,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1930,3-Austain-Ave_Albany_NY_12205_M40553-55385,4055355385,2960708221,https://ap.rdcpix.com/4d330421cb57fa628df7567e414d9507l-m1763194663s-w1024_h768.jpg,2023-12-29,4356,1560,2,1,4,12205,New York,Albany,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1
2021,9923-Sweet-Willow-Pass_Verona_WI_53593_M97010-39428,9701039428,2961047785,https://ap.rdcpix.com/0038ac8e6be5cd4548d3010f5037c3efl-m3931096881s-w1024_h768.jpg,2024-01-08,5227,1607,3,2,3,53593,Wisconsin,Verona,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1
1950,180-Pembroke-St_Hartford_CT_06112_M42504-01600,4250401600,2956334083,https://ap.rdcpix.com/efa7cf46514aaa1cd934f5fdc5a10627l-b4077313841s-w1024_h768.jpg,2024-01-05,8712,1540,1,1,4,6112,Connecticut,Hartford,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1976,7704-Wegner-Way_Oklahoma-City_OK_73162_M85564-89499,8556489499,2958837032,https://ap.rdcpix.com/a303eacf76a4c16b34baf164819c1595l-m3586488705s-w1024_h768.jpg,2024-01-12,9727,1921,3,2,3,73162,Oklahoma,Oklahoma City,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0
1917,2325-E-11th-St_Des-Moines_IA_50316_M73436-73803,7343673803,2961691881,https://ap.rdcpix.com/31f3d3a71fdae91376e4758dff795714l-b1192984496s-w1024_h768.jpg,2024-01-11,6447,804,1,2,2,50316,Iowa,Des Moines,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1
2000,3313-Brook-Ridge-Ct_Des-Moines_IA_50317_M84249-51423,8424951423,2959233164,https://ap.rdcpix.com/1a8f48c79ee4fa4eca172bb9bbf04099l-m1643130674s-w1024_h768.jpg,2024-01-05,6142,1463,3,2,3,50317,Iowa,Des Moines,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0
2000,5176-Granby-St_Denver_CO_80239_M24899-64350,2489964350,2959884700,https://ap.rdcpix.com/8aef3a405e8b0f3495b4428b08dea194l-b4076501608s-w1024_h768.jpg,2023-12-13,5885,1931,3,2,3,80239,Colorado,Denver,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0
1979,1289-Karth-Lake-Cir_Saint-Paul_MN_55112_M70981-47859,7098147859,2959425913,https://ap.rdcpix.com/2cf2d05c33b3620c7ec9084cdb5be63cl-m1741665886s-w1024_h768.jpg,2024-01-12,27835,3300,4,2,5,55112,Minnesota,Arden Hills,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
1956,1288-Spears-Ave-SE_Salem_OR_97302_M10367-45234,1036745234,2961715177,https://ap.rdcpix.com/5ad5c5badd8adca58620544a37772d3al-m64268488s-w1024_h768.jpg,2024-01-02,6970,1360,2,2,3,97302,Oregon,Salem,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0
1997,3200-Arundel-on-the-Bay-Rd_Annapolis_MD_21403_M53773-51791,5377351791,2959652091,https://ap.rdcpix.com/9d62b53411d01eb932e01a3adf0a180al-b3690886916s-w1024_h768.jpg,2024-01-09,266587,9571,8,2,5,21403,Maryland,Annapolis,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1
1960,8903-E-15th-St_Indianapolis_IN_46219_M48490-20881,4849020881,2958022230,https://ap.rdcpix.com/e2c0edf7a835c29e52ee6228940a5dael-m626025085s-w1024_h768.jpg,2023-08-22,14810,1852,2,2,4,46219,Indiana,Indianapolis,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1978,43-Victoria-Cir_Dover_DE_19901_M52317-25415,5231725415,2959693013,https://ap.rdcpix.com/b9fab9ab41041d2c7ce8bc7289fe1cfdl-m3882270164s-w1024_h768.jpg,2023-12-29,10026,1744,3,1,4,19901,Delaware,Dover,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0
1966,1109D-E-Nixon-Ave_Montgomery_AL_36104_M90664-70079,9066470079,2962546121,https://ap.rdcpix.com/9924cfbadbb7f58c86308fcd3f5b624fl-m1101185229s-w1024_h768.jpg,2024-01-12,4356,1434,1,0,2,36104,Alabama,Montgomery,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1985,5600-Donnally-Ct_Dublin_OH_43016_M44228-62482,4422862482,2957726559,https://ap.rdcpix.com/ba6962b9c33ef2b063b3036c40654a33l-m1187590927s-w1024_h768.jpg,2023-11-03,9089,1949,3,2,4,43016,Ohio,Dublin,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1
1995,2959-Paddington-Dr_Tallahassee_FL_32309_M66695-77022,6669577022,2961966323,https://ap.rdcpix.com/ad002666cb85b08a8aa9407c5e7081e0l-m707931249s-w1024_h768.jpg,2024-01-12,6098,1893,2,2,4,32309,Florida,Tallahassee,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0
1971,623-Sonoma-St_Carson-City_NV_89701_M14898-26213,1489826213,2959228826,https://ap.rdcpix.com/9da0c0164be735a275aaf573e21d950dl-b671298812s-w1024_h768.jpg,2023-12-20,6970,1867,2,2,3,89701,Nevada,Carson City,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1
2006,2539-Preston-View-Ct-SW_Atlanta_GA_30315_M64523-31770,6452331770,2961987122,https://ap.rdcpix.com/37812f7642ef85fb999dc7e87b6dba0dl-m2816726459s-w1024_h768.jpg,2024-01-12,5663,2400,3,2,3,30315,Georgia,Atlanta,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1
2015,3537-W-40th-Ave_Denver_CO_80211_M17270-13083,1727013083,2960460159,https://ap.rdcpix.com/13f5a5999aab142399b0d98c00fa2a98l-b3874210055s-w1024_h768.jpg,2023-11-15,4370,3563,4,2,4,80211,Colorado,Denver,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1950,1809-Churchill-Way_Oklahoma-City_OK_73120_M78472-13817,7847213817,2962223409,https://ap.rdcpix.com/e6c71c393cba30c4d603a3f4f19a13c5l-m3966873616s-w1024_h768.jpg,2024-01-12,6203,919,1,1,2,73120,Oklahoma,Oklahoma City,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1923,160-Wilson-St-S_Salem_OR_97302_M26767-56204,2676756204,2961097924,https://ap.rdcpix.com/3b114a36228c6a45ab56ab3364838e6cl-m1514338179s-w1024_h768.jpg,2024-01-03,4791,1634,1,1,2,97302,Oregon,Salem,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0
2001,12913-Meadows-Dr_Oklahoma-City_OK_73120_M76371-81039,7637181039,2961988436,https://ap.rdcpix.com/6b4ef542effda5f988451d06c97c20bal-m17931924s-w1024_h768.jpg,2024-01-12,3598,1392,2,2,3,73120,Oklahoma,Oklahoma City,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0
1920,29-Pierce-St_Boston_MA_02136_M46283-22309,4628322309,2960907560,https://ap.rdcpix.com/1383107d237e1621fa1a83e125a3c6abl-m2185585959s-w1024_h768.jpg,2024-01-12,6600,3000,3,1,7,2136,Massachusetts,Boston,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0
1930,1314-Chalkstone-Ave_Providence_RI_02908_M32983-84189,3298384189,2962209073,https://ap.rdcpix.com/8d2169bbb9d64e29e61596158a09c39al-m560145687s-w1024_h768.jpg,2024-01-02,2853,1272,1,1,3,2908,Rhode Island,Providence,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
1925,847-Maple-Rd_Charleston_WV_25302_M42264-10220,4226410220,2959879008,https://ap.rdcpix.com/6ae7a253086a41799ca1629c401eab24l-m1054120245s-w1024_h768.jpg,2024-01-09,4356,2176,2,0,4,25302,West Virginia,Charleston,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1988,1019-Sextant-Ct_Annapolis_MD_21401_M59865-64047,5986564047,2958376420,https://ap.rdcpix.com/fb9ba5a4a38111372f8b13777f56838dl-m168041545s-w1024_h768.jpg,2023-12-08,2040,2092,3,1,3,21401,Maryland,Annapolis,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1
1915,132-Bert-Ave_Trenton_NJ_08629_M55728-56140,5572856140,2961465397,https://ap.rdcpix.com/74bff2ca5ff1e1ad5acc8001887ce9c1l-m919626179s-w1024_h768.jpg,2023-12-05,1310,1228,2,0,4,8629,New Jersey,Trenton,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
1919,551-553-Franklin-Ave_Hartford_CT_06114_M99865-51365,9986551365,2949184750,https://ap.rdcpix.com/bfd04dcab755ecdc54554cdfb8938fe1l-m2690954545s-w1024_h768.jpg,2023-12-19,7405,8010,7,3,10,6114,Connecticut,Hartford,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1
1953,15-Beacon-Ave_Albany_NY_12203_M43314-67132,4331467132,2960268205,https://ap.rdcpix.com/78ed4332a74784e2fc6abc288c982b1cl-m3871245735s-w1024_h768.jpg,2024-01-05,6098,1020,1,0,3,12203,New York,Albany,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1
1992,3401-Rogers-Dr_Edmond_OK_73013_M82379-77490,8237977490,2962519598,https://ap.rdcpix.com/4c852d0016dbd07fa132e6c2ffd00b5bl-m496770003s-w1024_h768.jpg,2024-01-12,40511,2985,4,2,4,73013,Oklahoma,Edmond,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
1979,4813-W-Phelps-Rd_Glendale_AZ_85306_M10682-06127,1068206127,2958947289,https://ap.rdcpix.com/e9bce0f854f09d88007ac97f6b546cd1l-m1488581325s-w1024_h768.jpg,2023-12-26,8018,1156,2,2,2,85306,Arizona,Glendale,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1947,1705-3rd-St-E_Saint-Paul_MN_55106_M78803-25875,7880325875,2962078577,https://ap.rdcpix.com/0d487fad15b943e190fbf65bf0fb86d2l-m641197758s-w1024_h768.jpg,2024-01-08,4400,720,2,1,2,55106,Minnesota,Saint Paul,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1
1959,5810-Bartlett-Ln_Madison_WI_53711_M73016-32256,7301632256,2962207635,https://ap.rdcpix.com/d902ed54d952af06cb9d616a90538bbbl-m3180742492s-w1024_h768.jpg,2024-01-05,14810,1988,2,2,3,53711,Wisconsin,Madison,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
1979,5616-Fairacre-Ct_Lincoln_NE_68506_M80247-40299,8024740299,2961519422,https://ap.rdcpix.com/a402c25c5132c784a949ca510b4258a9l-m694218803s-w1024_h768.jpg,2024-01-12,1742,1320,2,1,2,68506,Nebraska,Lincoln,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0
